文番号,文字数,単語数,平均単語長,主成分1,主成分2
3967,58,41,1.4146341463414631,0.4839934791206309,-0.6067317182106586
3968,128,87,1.471264367816092,2.9967228616395647,0.028356804636591244
3969,75,49,1.530612244897959,0.9353096572324021,0.12559121643235394
3970,22,14,1.5714285714285714,-1.030216565207856,0.12211687310546747
3971,10,7,1.4285714285714286,-1.3437378273755878,-0.7451898323009677
3972,29,21,1.380952380952381,-0.575955662969794,-0.9297620839841615
3973,93,58,1.603448275862069,1.4626157213098883,0.6167210212352134
3974,24,15,1.6,-0.9858895346352341,0.29356485651384134
3975,30,20,1.5,-0.6682451096748462,-0.2486546668954421
3976,78,49,1.5918367346938775,0.9475178089511471,0.4850633491493252
3977,25,15,1.6666666666666667,-1.0140374626493003,0.6774019890130542
3978,26,16,1.625,-0.9390751380687645,0.44462947649035867
3979,27,19,1.4210526315789471,-0.6957700922053393,-0.7109630373243907
3980,32,20,1.6,-0.7013255497603987,0.32877487273900025
3981,142,92,1.5217391304347827,3.355830491477081,0.37172963205537385
3982,27,18,1.5,-0.7784141228505616,-0.26206913703125667
3983,40,27,1.4814814814814814,-0.2788975621939551,-0.30906937639681636
3984,34,20,1.6,-0.6647597420182128,0.3354702362814905
3985,33,21,1.5714285714285714,-0.6354835671573048,0.170741359466441
3986,16,11,1.4545454545454546,-1.1414897355248679,-0.5701182488885717
3987,41,23,1.7826086956521738,-0.5809790673058208,1.4061713805160183
3988,52,37,1.4054054054054057,0.27008292455290633,-0.6862322370273558
3989,48,31,1.5483870967741935,-0.06859097873777362,0.10630813961741417
3990,17,10,1.7,-1.3218168634667153,0.8324366981518786
3991,23,16,1.4375,-0.8633371350050337,-0.635540148995786
3992,43,31,1.3870967741935485,-0.04767284030656356,-0.8309692629355068
3993,50,34,1.4705882352941178,0.10513926922163983,-0.3259640506842058
3994,49,33,1.4848484848484849,0.04926448582384004,-0.24960932706371725
3995,12,7,1.7142857142857142,-1.506161299141226,0.8921746057899556
3996,13,8,1.625,-1.3980340946427194,0.38762391417585523
3997,28,20,1.4,-0.6351646695892933,-0.8260842065298846
3998,27,18,1.5,-0.7784141228505616,-0.26206913703125667
3999,11,9,1.2222222222222223,-1.126420142297518,-1.916176168437067
4000,37,21,1.761904761904762,-0.6950114713448162,1.2712448029170451
4001,103,73,1.4109589041095891,2.194408646631881,-0.42311910482283077
4002,23,14,1.6428571428571428,-1.0616809812137191,0.5331318235138208
4003,26,21,1.238095238095238,-0.5313097348291606,-1.7551396665721146
4004,9,8,1.125,-1.1229344709883988,-2.479437693368883
4005,78,61,1.278688524590164,1.4975355968027262,-1.281951958800322
4006,36,29,1.2413793103448276,-0.12948672296627553,-1.6894338268753866
4007,36,21,1.7142857142857142,-0.6801294952979382,0.9961189420543926
4008,34,26,1.3076923076923077,-0.2952174975267441,-1.3227153885979772
4009,36,27,1.3333333333333333,-0.24884955126686253,-1.167992216210614
4010,16,10,1.6,-1.2704535195100695,0.25835484028868233
4011,16,12,1.3333333333333333,-1.0294098904069966,-1.2602315378011104
4012,25,18,1.3888888888888888,-0.7375952107841491,-0.9029135851203602
4013,40,26,1.5384615384615383,-0.3462421846718905,0.01444956993399652
4014,24,15,1.6,-0.9858895346352341,0.29356485651384134
4015,12,8,1.5,-1.3292591887291394,-0.3291414877103294
4016,64,38,1.6842105263157894,0.3229606163215685,0.9468617663686728
4017,99,66,1.5,1.8656421933666114,0.059878146228292524
4018,32,22,1.4545454545454546,-0.5447016149939787,-0.49801250402721403
4019,35,26,1.3461538461538465,-0.3037216120509354,-1.0998545621759797
4020,15,8,1.875,-1.5355839064698804,1.8211547179482248
4021,38,27,1.4074074074074074,-0.26387355673040896,-0.7385307963037144
4022,65,48,1.3541666666666667,0.8477081924363059,-0.916606530860183
4023,46,31,1.4838709677419355,-0.0602237233652896,-0.2686028214037542
4024,99,68,1.4558823529411764,1.951688780735403,-0.1885449184019602
4025,24,10,2.4,-1.681360271163235,4.851009703194256
4026,30,20,1.5,-0.6682451096748462,-0.2486546668954421
4027,101,59,1.7118644067796611,1.5610313358357388,1.2639560993595051
4028,32,23,1.391304347826087,-0.472996406297985,-0.8572654010023893
4029,60,37,1.6216216216216215,0.2657596737319456,0.5745690573414169
4030,41,26,1.5769230769230769,-0.35474629919608164,0.23731039635599271
4031,24,15,1.6,-0.9858895346352341,0.29356485651384134
4032,31,25,1.24,-0.3305812075455413,-1.7207872809080733
4033,24,16,1.5,-0.8885831360262773,-0.2754836071670712
4034,102,73,1.3972602739726028,2.1856663246549988,-0.5046495504422888
4035,49,34,1.4411764705882353,0.10734055588811708,-0.49717472542367275
4036,19,12,1.5833333333333333,-1.1486767983630641,0.17664694774250414
4037,15,10,1.5,-1.2190901755534242,-0.3157270175745149
4038,30,21,1.4285714285714286,-0.5908376390166719,-0.6546362231215106
4039,85,60,1.3833333333333333,1.524974590283028,-0.6629602118093203
4040,57,31,1.8387096774193548,-0.10624362791395187,1.7934074642126732
4041,89,60,1.4833333333333334,1.5284599579396614,-0.07883530863238783
4042,68,45,1.511111111111111,0.7102705349762849,-0.015885040857476607
4043,21,12,1.75,-1.2281880703337757,1.1345659381049142
4044,10,7,1.4285714285714286,-1.3437378273755878,-0.7451898323009677
4045,93,63,1.4761904761904765,1.6895467577553838,-0.10115417117799795
4046,94,64,1.46875,1.740671824894878,-0.13858611747874708
4047,18,8,2.25,-1.7419086242106214,3.9714509236067794
4048,21,15,1.4,-0.9014457505930358,-0.8579465409837982
4049,40,24,1.6666666666666667,-0.49085254755194074,0.7427886272810872
4050,56,38,1.4736842105263157,0.3233210649901689,-0.2814653216790808
4051,15,9,1.6666666666666667,-1.36282740604754,0.6338108968343653
4052,13,9,1.4444444444444444,-1.244623774172529,-0.6411826358013513
4053,54,42,1.2857142857142858,0.5283098600490562,-1.3542264372540125
4054,29,16,1.8125,-1.0148131411324952,1.5247991019765033
4055,29,20,1.45,-0.6517048896320697,-0.5373694367126632
4056,48,34,1.411764705882353,0.10954184255459418,-0.6683854001631382
4057,19,14,1.3571428571428572,-0.9358233171902662,-1.1109279781195924
4058,36,24,1.5,-0.44790708332341495,-0.22182572662381297
4059,74,54,1.3703703703703705,1.1669299603246985,-0.7838830456230249
4060,88,55,1.5636363636363635,1.3159482526644453,0.36770528591803797
4061,93,74,1.2567567567567568,2.146635768403217,-1.3349945653345265
4062,20,12,1.6666666666666667,-1.1884324343484198,0.6556064429237098
4063,46,30,1.5333333333333334,-0.12233255586775499,0.012010090918860229
4064,35,27,1.2962962962962965,-0.24133754853508949,-1.382722926164062
4065,9,7,1.2857142857142858,-1.2625260914927685,-1.5638720513464288
4066,65,40,1.625,0.43780173165310116,0.6156461634338684
4067,38,29,1.3103448275862069,-0.14095281027770235,-1.2891286867177572
4068,66,44,1.5,0.6537830484337406,-0.08768102526566747
4069,22,16,1.375,-0.8380911339837901,-0.995596690824501
4070,16,11,1.4545454545454546,-1.1414897355248679,-0.5701182488885717
4071,11,7,1.5714285714285714,-1.4249495632584068,0.07349238674449401
4072,25,16,1.5625,-0.9138291370475209,0.08457293466164373
4073,24,13,1.8461538461538465,-1.212646753927489,1.6950775574565673
4074,20,15,1.3333333333333333,-0.8732978225789699,-1.2417836734830112
4075,13,10,1.3,-1.116363487640133,-1.4638907333009084
4076,58,43,1.3488372093023255,0.5851388785164064,-0.9788858998926414
4077,95,65,1.4615384615384617,1.791637445496305,-0.17471143791847732
4078,11,6,1.8333333333333333,-1.6350165535884644,1.566586659336185
4079,13,8,1.625,-1.3980340946427194,0.38762391417585523
4080,41,27,1.5185185185185186,-0.2864095649257284,-0.09433866644336601
4081,15,12,1.25,-0.9896542544216406,-1.7391910329823146
4082,26,17,1.5294117647058822,-0.8448413680404431,-0.0992395382453209
4083,18,12,1.5,-1.1089211623777082,-0.3023125474387003
4084,48,35,1.3714285714285714,0.16529459750162304,-0.8969117923942308
4085,23,15,1.5333333333333334,-0.9577416066211681,-0.09027227598537144
4086,51,36,1.4166666666666667,0.216296823974048,-0.6269937645326202
4087,20,13,1.5384615384615383,-1.071482222249588,-0.0744183268344206
4088,46,32,1.4375,-0.0002679334704022057,-0.5315720696805148
4089,34,21,1.619047619047619,-0.6503655432041827,0.44586722032909193
4090,41,29,1.4137931034482758,-0.15815194124484258,-0.6886709764813138
4091,56,39,1.435897435897436,0.3772982864755259,-0.4954416461179011
4092,76,51,1.4901960784313726,1.0370612061257218,-0.09835855166534598
4093,52,34,1.5294117647058822,0.10073669588868563,0.01645729879472533
4094,66,39,1.6923076923076923,0.3815472025512288,1.0014561359328875
4095,36,23,1.565217391304348,-0.5209887000792455,0.14870650189468146
4096,15,10,1.5,-1.2190901755534242,-0.3157270175745149
4097,19,14,1.3571428571428572,-0.9358233171902662,-1.1109279781195924
4098,40,28,1.4285714285714286,-0.2143875448372138,-0.6093594185317823
4099,64,40,1.6,0.43693038973894277,0.4696149376396359
4100,53,36,1.4722222222222223,0.21417027181193482,-0.3032238587168235
4101,47,34,1.3823529411764706,0.11174312922107144,-0.839596074902605
4102,26,17,1.5294117647058822,-0.8448413680404431,-0.0992395382453209
4103,12,8,1.375,-1.2422013789444661,-1.042559207825269
4104,17,12,1.3333333333333333,-1.0111269865359036,-1.2568838560298652
4105,35,24,1.4583333333333333,-0.4371707172662835,-0.46297931510003837
4106,10,8,1.25,-1.1917093769019789,-1.7626722914826993
4107,9,6,1.5,-1.4394282019048552,-0.34255595784614395
4108,33,22,1.5,-0.5580760964991306,-0.23524019675962757
4109,23,18,1.2777777777777777,-0.6967762987177368,-1.5437580332094631
4110,8,4,2.0,-1.8612626464770783,2.50439581602029
4111,15,14,1.0714285714285714,-0.8099656531668138,-2.754987779753007
4112,73,54,1.351851851851852,1.1615445097550385,-0.8929222414853714
4113,42,29,1.4482758620689655,-0.16388498490055603,-0.48851840640249844
4114,95,60,1.55,1.5917265492810604,0.3217402327230504
4115,21,15,1.4,-0.9014457505930358,-0.8579465409837982
4116,61,40,1.525,0.4343163639964677,0.031521260256935905
4117,81,55,1.4727272727272729,1.2512826963192833,-0.1745777374733592
4118,91,61,1.4918032786885247,1.5867869173301155,-0.02211335984046837
4119,47,31,1.5161290322580645,-0.06440735105153163,-0.08114734089316998
4120,42,27,1.5555555555555556,-0.2939215676575015,0.12039204351008308
4121,44,28,1.5714285714285714,-0.24075056910675405,0.21936584582741445
4122,59,39,1.5128205128205128,0.3785729612982368,-0.04637231150266473
4123,68,48,1.4166666666666667,0.8590279991572484,-0.549854625488978
4124,41,27,1.5185185185185186,-0.2864095649257284,-0.09433866644336601
4125,102,68,1.5,1.9758112065423268,0.07329261636410707
4126,113,75,1.5066666666666666,2.365901121404362,0.15996604779787696
4127,31,18,1.7222222222222223,-0.8600519469833866,1.0196197591469505
4128,54,38,1.4210526315789471,0.3234111771573191,-0.5885470936910202
4129,77,50,1.54,0.9929973965719777,0.1875514191210472
4130,16,10,1.6,-1.2704535195100695,0.25835484028868233
4131,30,18,1.6666666666666667,-0.8396424909501803,0.6991975351023983
4132,61,37,1.648648648648649,0.26521926737932516,0.7321692191375161
4133,93,62,1.5,1.64530416701518,0.03304920595666343
4134,75,52,1.4423076923076923,1.0797909171162496,-0.3733359070122707
4135,52,38,1.368421052631579,0.32350128932446903,-0.895628865702957
4136,82,53,1.5471698113207548,1.1623988637098632,0.25026752877924885
4137,11,8,1.375,-1.2604842828155594,-1.045906889596514
4138,38,30,1.2666666666666666,-0.08287245929586258,-1.5367291661629727
4139,29,18,1.6111111111111112,-0.8192330349169741,0.37877531105784684
4140,44,30,1.4666666666666666,-0.11246753172478179,-0.3751747233515989
4141,26,13,2.0,-1.2832290197664393,2.5798254996020584
4142,19,12,1.5833333333333333,-1.1486767983630641,0.17664694774250414
4143,81,50,1.62,1.0104120137941592,0.6575294870795894
4144,60,34,1.7647058823529411,0.08312640255686823,1.386142696710455
4145,25,14,1.7857142857142858,-1.1246098132254454,1.355161724330529
4146,27,18,1.5,-0.7784141228505616,-0.26206913703125667
4147,27,21,1.2857142857142858,-0.5461917108760386,-1.4800138057094623
4148,40,29,1.3793103448275863,-0.15241889758912924,-0.8888235465601274
4149,24,15,1.6,-0.9858895346352341,0.29356485651384134
4150,26,16,1.625,-0.9390751380687645,0.44462947649035867
4151,38,26,1.4615384615384617,-0.3292339556235085,-0.43127208290999336
4152,37,22,1.681818181818182,-0.611574022519738,0.8158490323107211
4153,60,38,1.5789473684210529,0.32314084065586857,0.33269822234479784
4154,25,16,1.5625,-0.9138291370475209,0.08457293466164373
4155,18,10,1.8,-1.3731802074233606,1.4065185560150757
4156,22,12,1.6666666666666667,-1.151866626606234,0.6623018064662
4157,48,30,1.6,-0.13219758001072804,0.3991949051893181
4158,86,64,1.34375,1.6814664037108071,-0.8787852917636473
4159,83,54,1.537037037037037,1.2153990154516383,0.19746971713809944
4160,49,36,1.3611111111111112,0.21842337613616125,-0.9507636703484169
4161,36,23,1.565217391304348,-0.5209887000792455,0.14870650189468146
4162,40,28,1.4285714285714286,-0.2143875448372138,-0.6093594185317823
4163,66,48,1.375,0.8514814613432867,-0.7943558957364485
4164,43,31,1.3870967741935485,-0.04767284030656356,-0.8309692629355068
4165,40,22,1.818181818181818,-0.6516974670351932,1.604165954113478
4166,92,56,1.6428571428571428,1.3615657187028656,0.834921786993397
4167,41,30,1.3666666666666667,-0.09766999551032231,-0.9559519447572852
4168,97,75,1.2933333333333332,2.221953321499383,-1.1111631028715414
4169,74,51,1.4509803921568627,1.0278076524336293,-0.32887123916546473
4170,4,3,1.3333333333333333,-1.4977460938910774,-1.3155751307554084
4171,13,6,2.1666666666666665,-1.8306049052720739,3.475729276518514
4172,7,6,1.1666666666666667,-1.2438398502212462,-2.251698575028472
4173,14,10,1.4,-1.1677268315967781,-0.8898088754377121
4174,37,28,1.3214285714285714,-0.19461527663505848,-1.2309033668011804
4175,99,66,1.5,1.8656421933666114,0.059878146228292524
4176,44,29,1.5172413793103448,-0.17535107221198284,-0.08821326624486973
4177,44,28,1.5714285714285714,-0.24075056910675405,0.21936584582741445
4178,45,28,1.6071428571428572,-0.24734132517413918,0.4265471619172141
4179,10,6,1.6666666666666667,-1.5372223777466596,0.612015350745021
4180,70,50,1.4,0.9625218164331608,-0.6349101998064015
4181,26,16,1.625,-0.9390751380687645,0.44462947649035867
4182,51,31,1.5806451612903225,-0.036208798681829586,0.30045898367048846
4183,50,34,1.4705882352941178,0.10513926922163983,-0.3259640506842058
4184,37,30,1.2333333333333334,-0.07793994722437618,-1.7303215732982007
4185,27,20,1.35,-0.6186244495465172,-1.1147989763471045
4186,50,32,1.5625,-0.01419412777070345,0.1952363775194052
4187,45,30,1.5,-0.11740004379626837,-0.18158231621636933
4188,29,22,1.318181818181818,-0.5045781704785232,-1.2863294258299762
4189,58,40,1.45,0.4317023382539927,-0.4065724171257629
4190,44,26,1.6923076923076923,-0.38025864276865495,0.9058928756219802
4191,39,26,1.5,-0.33773807014769947,-0.20841125648799844
4192,81,55,1.4727272727272729,1.2512826963192833,-0.1745777374733592
4193,38,26,1.4230769230769231,-0.3024469372282243,-0.6507852275607445
4194,71,46,1.5217391304347827,0.785377380693438,0.056501455389149004
4195,9,5,1.8,-1.6760270961692891,1.3679608580186722
4196,72,51,1.392156862745098,1.0322102257665837,-0.6712925886443972
4197,19,13,1.4615384615384617,-1.0361910893301127,-0.5167922979071653
4198,33,22,1.5,-0.5580760964991306,-0.23524019675962757
4199,53,34,1.5588235294117647,0.09853540922220837,0.18766797353419215
4200,57,37,1.5405405405405406,0.26738089278980587,0.10176857195312708
4201,48,29,1.5862068965517242,-0.15025135178122367,0.31878723745525045
4202,41,27,1.5185185185185186,-0.2864095649257284,-0.09433866644336601
4203,28,19,1.4736842105263157,-0.7141431082435823,-0.40722894708369645
4204,77,57,1.350877192982456,1.3183353909147202,-0.8800370884352277
4205,46,31,1.4838709677419355,-0.0602237233652896,-0.2686028214037542
4206,20,15,1.3333333333333333,-0.8732978225789699,-1.2417836734830112
4207,64,40,1.6,0.43693038973894277,0.4696149376396359
4208,17,11,1.5454545454545454,-1.1865216024062641,-0.04792131612464357
4209,10,8,1.25,-1.1917093769019789,-1.7626722914826993
4210,55,33,1.6666666666666667,0.032332367545418766,0.8081752655491203
4211,28,18,1.5555555555555556,-0.7988235788837679,0.058353087013295064
4212,39,27,1.4444444444444444,-0.271385559462182,-0.5238000863502654
4213,49,32,1.53125,-0.01071257919562814,0.013534265719425195
4214,20,16,1.25,-0.7875991319413027,-1.7157097744819307
4215,14,11,1.2727272727272727,-1.0514260017620745,-1.614512114416429
4216,13,8,1.625,-1.3980340946427194,0.38762391417585523
4217,31,24,1.2916666666666667,-0.394225253037758,-1.4275936690049373
4218,22,13,1.6923076923076923,-1.1420644880885384,0.8103296153110728
4219,22,15,1.4666666666666666,-0.9295936786071018,-0.47410940848458555
4220,28,18,1.5555555555555556,-0.7988235788837679,0.058353087013295064
4221,18,11,1.6363636363636365,-1.231553469287661,0.4742756166392858
4222,18,11,1.6363636363636365,-1.231553469287661,0.4742756166392858
4223,20,13,1.5384615384615383,-1.071482222249588,-0.0744183268344206
4224,27,17,1.588235294117647,-0.8675268452444906,0.2398341294623665
4225,35,28,1.25,-0.1814337645002884,-1.6452659989807785
4226,44,29,1.5172413793103448,-0.17535107221198284,-0.08821326624486973
4227,61,41,1.4390243902439024,0.5218553010198274,-0.4574852153135193
4228,24,15,1.4666666666666666,-0.8930278708649159,-0.4674140449420954
4229,37,24,1.5416666666666667,-0.4586434493805465,0.01932786185241238
4230,55,30,1.8333333333333333,-0.16672516451113367,1.7543417551359202
4231,51,32,1.59375,-0.01767567634577876,0.3769384893193852
4232,51,37,1.3783783783783785,0.2706233309055266,-0.8438323988234537
4233,24,13,1.8461538461538465,-1.212646753927489,1.6950775574565673
4234,7,5,1.4,-1.4340079126005207,-0.9216712098916259
4235,91,59,1.5423728813559323,1.496246784968433,0.2631332204742548
4236,30,22,1.3636363636363635,-0.5179526519836751,-1.0235571185623884
4237,16,11,1.4545454545454546,-1.1414897355248679,-0.5701182488885717
4238,27,15,1.8,-1.0703333186774324,1.4450762540114799
4239,24,15,1.4666666666666666,-0.8930278708649159,-0.4674140449420954
4240,118,81,1.4444444444444444,2.6666119885399517,-0.1683047562257628
4241,36,22,1.6363636363636365,-0.598199541014586,0.5530767250431333
4242,15,9,1.6666666666666667,-1.36282740604754,0.6338108968343653
4243,41,28,1.4642857142857142,-0.2209783009045988,-0.4021781024419837
4244,57,38,1.5,0.3232760089065938,-0.12792443567311115
4245,27,17,1.588235294117647,-0.8675268452444906,0.2398341294623665
4246,47,32,1.46875,-0.0037494820454775225,-0.34986995788053477
4247,23,16,1.4375,-0.8633371350050337,-0.635540148995786
4248,15,8,1.75,-1.448526096685207,1.1077369978332852
4249,80,49,1.6326530612244898,0.9556565767636442,0.7247114376273059
4250,73,49,1.489795918367347,0.9271708894199051,-0.11405687204562572
4251,19,14,1.3571428571428572,-0.9358233171902662,-1.1109279781195924
4252,115,58,1.9827586206896552,1.6006641836790638,2.855223791585871
4253,17,12,1.4166666666666667,-1.0691655263923527,-0.7812720426199048
4254,56,36,1.5555555555555556,0.21098044356876505,0.18243100000687112
4255,23,15,1.5333333333333334,-0.9577416066211681,-0.09027227598537144
4256,31,22,1.4090909090909092,-0.5313271334888271,-0.7607848112948007
4257,51,35,1.457142857142857,0.1604465252625547,-0.39766802471596596
4258,11,5,2.2,-1.918046279738058,3.6575929259289706
4259,10,8,1.25,-1.1917093769019789,-1.7626722914826993
4260,29,19,1.5263157894736843,-0.7325161242818254,-0.10349485684300223
4261,26,18,1.4444444444444444,-0.7580046668173551,-0.5824913610758083
4262,23,12,1.8333333333333333,-1.2496608024480387,1.6168731150573636
4263,61,41,1.4878048780487805,0.4878815215916621,-0.17907830014671336
4264,15,10,1.4,-1.1494439277256854,-0.886461193666467
4265,37,24,1.5416666666666667,-0.4586434493805465,0.01932786185241238
4266,46,29,1.5862068965517242,-0.1868171595234097,0.31209187391276033
4267,38,25,1.52,-0.3976103743655585,-0.09929781545189273
4268,15,11,1.3636363636363635,-1.0964578686434714,-1.092315181652501
4269,7,4,1.75,-1.7054299307788248,1.0742126940191656
4270,30,19,1.5789473684210529,-0.7508891403200689,0.20023923339769203
4271,37,23,1.608695652173913,-0.5329867735245605,0.40019947761894875
4272,104,62,1.6774193548387095,1.722850186031861,1.0824665985067246
4273,47,33,1.4242424242424243,0.054908525249980425,-0.6022041912679961
4274,16,11,1.4545454545454546,-1.1414897355248679,-0.5701182488885717
4275,30,23,1.3043478260869563,-0.44900025940735483,-1.3602513524509254
4276,136,95,1.4105263157894736,3.406569073098254,-0.2780288627135518
4277,24,15,1.6,-0.9858895346352341,0.29356485651384134
4278,70,47,1.4893617021276595,0.8173042915625905,-0.12994956265947838
4279,61,44,1.3863636363636365,0.6415119925188876,-0.7529809978627464
4280,89,63,1.4126984126984128,1.6606349821616395,-0.4769158037181869
4281,113,66,1.7121212121212122,1.9738683824727714,1.317393943341985
4282,47,30,1.5666666666666669,-0.12726506793924158,0.2056024980540898
4283,97,63,1.5396825396825398,1.7184585333491282,0.27460746136218844
4284,13,9,1.4444444444444444,-1.244623774172529,-0.6411826358013513
4285,104,67,1.5522388059701493,1.948334495235073,0.3764469863495624
4286,47,36,1.3055555555555556,0.22054992829827452,-1.2745335761642136
4287,72,50,1.44,0.9712291250442514,-0.3999211658271304
4288,14,7,2.0,-1.6685847709068653,2.529539043880879
4289,95,65,1.4615384615384617,1.791637445496305,-0.17471143791847732
4290,6,4,1.5,-1.5495972150805706,-0.35597042798195855
4291,31,19,1.631578947368421,-0.7692621563583116,0.5039733236383838
4292,76,58,1.3103448275862069,1.3559419094791614,-1.1130311194902942
4293,38,28,1.3571428571428572,-0.20120603270244375,-1.0237220507113804
4294,63,48,1.3125,0.8401616546223444,-1.1611078011076537
4295,103,71,1.4507042253521127,2.111407220136946,-0.19965039791629335
4296,11,6,1.8333333333333333,-1.6350165535884644,1.566586659336185
4297,32,18,1.7777777777777777,-0.8804614030165928,1.3400419831915007
4298,30,17,1.7647058823529411,-0.9355832768566325,1.2570551325854284
4299,30,18,1.6666666666666667,-0.8396424909501803,0.6991975351023983
4300,24,17,1.411764705882353,-0.7994704136323485,-0.7773868736606943
4301,28,17,1.6470588235294117,-0.8902123224485379,0.5789077971700537
4302,28,19,1.4736842105263157,-0.7141431082435823,-0.40722894708369645
4303,28,15,1.8666666666666667,-1.0984812466914988,1.8289133865106928
4304,48,28,1.7142857142857142,-0.2671135933762943,1.048091110186611
4305,58,39,1.4871794871794872,0.37814806969066656,-0.19606208970774305
4306,62,33,1.878787878787879,0.012578229553927204,2.042257290264098
4307,45,28,1.6071428571428572,-0.24734132517413918,0.4265471619172141
4308,47,31,1.5161290322580645,-0.06440735105153163,-0.08114734089316998
4309,35,21,1.6666666666666667,-0.6652475192510606,0.7209930811917428
4310,38,23,1.6521739130434785,-0.5449848469698758,0.6516924533432176
4311,30,20,1.5,-0.6682451096748462,-0.2486546668954421
4312,9,3,3.0,-2.5671023716645895,8.213399546300012
4313,62,39,1.5897435897435896,0.3798476361209477,0.40269702311257155
4314,37,23,1.608695652173913,-0.5329867735245605,0.40019947761894875
4315,51,31,1.6451612903225807,-0.0811418617964998,0.6686745811491679
4316,68,43,1.5813953488372092,0.6059998990232931,0.381879699428999
4317,42,29,1.4482758620689655,-0.16388498490055603,-0.48851840640249844
4318,129,91,1.3956043956043955,3.178340700388487,-0.39336998298183024
4319,69,48,1.4375,0.8628012680642293,-0.4276039903652435
4320,70,46,1.5217391304347827,0.7670944768223449,0.05315377361790393
4321,76,45,1.6888888888888889,0.7327182142512716,1.0255349485870648
4322,24,15,1.6,-0.9858895346352341,0.29356485651384134
4323,19,14,1.3571428571428572,-0.9358233171902662,-1.1109279781195924
4324,61,43,1.4186046511627908,0.5913971846684722,-0.5706562200961486
4325,15,11,1.3636363636363635,-1.0964578686434714,-1.092315181652501
4326,31,17,1.8235294117647056,-0.9582687540606796,1.5961288002931147
4327,42,28,1.5,-0.22756905697198396,-0.19499678635218393
4328,16,10,1.6,-1.2704535195100695,0.25835484028868233
4329,40,25,1.6,-0.41676156488556343,0.3639848889641591
4330,81,53,1.528301886792453,1.157256761315702,0.13923415340574874
4331,54,36,1.5,0.21310699573087824,-0.14133890580892572
4332,43,27,1.5925925925925926,-0.30143357038927454,0.3351227534635322
4333,47,34,1.3823529411764706,0.11174312922107144,-0.839596074902605
4334,70,46,1.5217391304347827,0.7670944768223449,0.05315377361790393
4335,34,19,1.7894736842105263,-0.8243812044730411,1.4151755943604638
4336,13,6,2.1666666666666665,-1.8306049052720739,3.475729276518514
4337,14,8,1.75,-1.4668090005563,1.10438931606204
4338,15,10,1.5,-1.2190901755534242,-0.3157270175745149
4339,60,40,1.5,0.4334450220823094,-0.11450996553729662
4340,94,62,1.5161290322580645,1.6523538051076054,0.128450787097578
4341,65,42,1.5476190476190477,0.5470149630822404,0.177378047232414
4342,148,94,1.574468085106383,3.484124477818517,0.6961293125117806
4343,21,16,1.3125,-0.8128451329625463,-1.3556532326532158
4344,49,36,1.3611111111111112,0.21842337613616125,-0.9507636703484169
4345,33,18,1.8333333333333333,-0.900870859049799,1.6604642072360525
4346,60,40,1.5,0.4334450220823094,-0.11450996553729662
4347,53,36,1.4722222222222223,0.21417027181193482,-0.3032238587168235
4348,13,7,1.8571428571428572,-1.5873730350240454,1.7108568248354183
4349,19,12,1.5833333333333333,-1.1486767983630641,0.17664694774250414
4350,69,48,1.4375,0.8628012680642293,-0.4276039903652435
4351,40,25,1.6,-0.41676156488556343,0.3639848889641591
4352,58,39,1.4871794871794872,0.37814806969066656,-0.19606208970774305
4353,19,12,1.5833333333333333,-1.1486767983630641,0.17664694774250414
4354,9,6,1.5,-1.4394282019048552,-0.34255595784614395
4355,23,15,1.5333333333333334,-0.9577416066211681,-0.09027227598537144
4356,21,11,1.7272727272727273,-1.2400195284268718,1.0031679129457038
4357,107,66,1.621212121212121,1.9274857299987025,0.7784586017218305
4358,26,16,1.625,-0.9390751380687645,0.44462947649035867
4359,25,16,1.5625,-0.9138291370475209,0.08457293466164373
4360,34,18,1.8888888888888888,-0.9212803150830052,1.9808864312806043
4361,32,20,1.6,-0.7013255497603987,0.32877487273900025
4362,28,20,1.4,-0.6351646695892933,-0.8260842065298846
4363,79,54,1.462962962962963,1.1938572131729983,-0.23868706631128891
4364,73,47,1.553191489361702,0.82769795137093,0.24439189292571528
4365,29,17,1.7058823529411764,-0.9128977996525851,0.917981464877741
4366,37,28,1.3214285714285714,-0.19461527663505848,-1.2309033668011804
4367,22,12,1.8333333333333333,-1.267943706319132,1.6135254332861186
4368,65,42,1.5476190476190477,0.5470149630822404,0.177378047232414
4369,26,14,1.8571428571428572,-1.1560742292313086,1.766176674738882
4370,14,8,1.75,-1.4668090005563,1.10438931606204
4371,27,22,1.2272727272727273,-0.4778292074682196,-1.811874040365148
4372,69,50,1.38,0.9581681621276155,-0.7524047167960368
4373,51,31,1.6451612903225807,-0.0811418617964998,0.6686745811491679
4374,43,25,1.72,-0.44548835066557063,1.0589089455882357
4375,160,99,1.616161616161616,3.8127820982108624,0.9826892867736451
4376,35,22,1.5909090909090908,-0.5848250595094342,0.2903044177755455
4377,142,95,1.4947368421052631,3.4576170244698736,0.22267548146503607
4378,80,48,1.6666666666666667,0.904307226041018,0.917152995995842
4379,43,28,1.5357142857142858,-0.23415981303936909,0.012184529737615909
4380,39,28,1.3928571428571428,-0.20779678876982866,-0.816540734621582
4381,18,11,1.6363636363636365,-1.231553469287661,0.4742756166392858
4382,19,12,1.5833333333333333,-1.1486767983630641,0.17664694774250414
4383,54,37,1.4594594594594594,0.2690021118476663,-0.37103191343516395
